,unified_book_id,title,author,date,period,mode,genre,nationality,pseudonym
295,171,"""The Spectre""","Drake, Nathan",1804.0,Romantic,Short Story,Gothic,English,
296,169,"Literary Hours, Or Sketches Critical, Narrative, And Poetical","Drake, Nathan",1804.0,Romantic,Theory & Criticism,Gothic,English,
297,298,"The Highest Castle And The Lowest Cave, Or, Events Of The Days Which Are Gone","Edridge, Rebecca",1825.0,Romantic,Novel,Gothic,,
298,291,"Rosalviva, Or, The Demon Dwarf. A Romance","Fletcher, Grenville",1824.0,Romantic,Novel,Gothic,,
299,93,"Santa-Maria, Or, The Mysterious Pregnancy. A Romance","Fox, Joseph, Jr.",1797.0,Romantic,Novel,Gothic,,
300,273,"The Mystery, Or, Forty Years Ago. A Novel","Gaspey, Thomas",1820.0,Romantic,Novel,Gothic,English,
301,179,"Fleetwood, Or, The New Man Of Feeling","Godwin, William",1805.0,Romantic,Novel,Gothic,English,
302,243,Deception,"Green, Sarah",1813.0,Romantic,Novel,Gothic,,
303,301,"Abbot Of Montserrat, Or, The Pool Of Blood. A Romance","Green, William Child",1826.0,Romantic,Novel,Gothic,,
304,314,Alibeg The Tempter. A Tale Wild And Wonderful,"Green, William Child",1831.0,Romantic,Novel,Gothic,,
305,317,"The Algerines, Or, The Twins Of Naples","Green, William Child",1832.0,Romantic,Novel,Gothic,,
306,292,"The Prophecy Of Duncannon, Or, The Dwarf And The Seer. A Caledonian Legend","Green, William Child",1824.0,Romantic,Novel,Gothic,,
307,293,"The Woodland Family, Or, The Sons Of Error And Daughters Of Simplicity. A Domestic Tale","Green, William Child",1824.0,Romantic,Novel,Gothic,,
308,233,"Montalva, Or, Annals Of Guilt","Hamilton, Ann Mary",1811.0,Romantic,Novel,Gothic,English,
309,191,The Forest Of St. Bernardo,"Hamilton, Ann Mary",1806.0,Romantic,Novel,Gothic,English,
310,24,Priory Of St. Bernard. An Old English Tale,"Harley, Mrs.",1789.0,Romantic,Novel,Gothic,,
311,339,"""Rappacini'S Daughter""","Hawthorne, Nathaniel",1844.0,,Short Story,Gothic,American,
312,321,"""Young Goodman Brown""","Hawthorne, Nathaniel",1835.0,,Short Story,Gothic,American,
313,55,Duncan And Peggy. A Scottish Tale,"Helme, Elizabeth",1794.0,Romantic,Novel,Gothic,English,
314,145,"St. Margaret'S Cave, Or, The Nun'S Story. An Ancient Legend","Helme, Elizabeth",1801.0,Romantic,Novel,Gothic,English,
315,77,The Farmer Of Inglewood Forest,"Helme, Elizabeth",1796.0,Romantic,Novel,Gothic,English,
316,75,The History Of Ned Evans,"Hervey, Elizabeth",1796.0,Romantic,Novel,Gothic,English,
317,135,The Mourtray Family. A Novel,"Hervey, Elizabeth",1800.0,Romantic,Novel,Gothic,English,
318,284,"The Three Perils Of Man, Or, War, Women, And Witchcraft. A Border Romance","Hogg, James",1822.0,Romantic,Novel,Gothic,Scottish,
319,274,Warbeck Of Wolfsteïn,"Holford, Margaret",1820.0,Romantic,Novel,Gothic,English,
320,318,Fitzallen,"Huish, Robert",1832.0,Romantic,Novel,Gothic,English,
321,275,"The Brothers, Or, The Castle Of Niolo","Huish, Robert",1820.0,Romantic,Novel,Gothic,English,
322,309,"The Red Barn. A Tale, Founded On Fact","Huish, Robert",1828.0,Romantic,Novel,Gothic,English,
323,180,"Gondez, The Monk. A Romance Of The Thirteenth Century","Ireland, William Henry",1805.0,Romantic,Novel,Gothic,English,
324,136,"Rimauldo, Or, The Castle Of Badajos","Ireland, William Henry",1800.0,Romantic,Novel,Gothic,English,
325,129,The Abbess. A Romance,"Ireland, William Henry",1799.0,Romantic,Novel,Gothic,English,
326,282,"""The Legend Of Sleepy Hollow""","Irving, Washington",1821.0,,Short Story,Gothic,American,
327,58,The Legend of Sleepy Hollow,"Irving, Washington",,,,,,
328,146,"Ariel, Or, The Invisible Monitor","Isaacs, Mrs.",1801.0,Romantic,Novel,Gothic,,
329,57,"Madeline, Or, The Castle Of Montgomery. A Novel","Kelly, Isabella",1794.0,Romantic,Novel,Gothic,Scottish,
330,65,The Abbey Of Saint Asaph. A Novel,"Kelly, Isabella",1795.0,Romantic,Novel,Gothic,Scottish,
331,288,Ada Reis. A Tale,"Lamb, Caroline",1823.0,Romantic,Novel,Gothic,Anglo-Irish,
332,252,Glenarvon,"Lamb, Caroline",1816.0,Romantic,Novel,Gothic,Anglo-Irish,
333,286,Graham Hamilton,"Lamb, Caroline",1822.0,Romantic,Novel,Gothic,Anglo-Irish,
334,88,"Manfredi, Or The Mysterious Hermit, An Interesting And Original Romance","Lansdell, Sarah",1796.0,Romantic,Novel,Gothic,English,
335,121,The Tower; Or The Romance Of Ruthyne,"Lansdell, Sarah",1798.0,Romantic,Novel,Gothic,English,
336,155,Astonishment!!! A Romance Of A Century Ago,"Lathom, Francis",1802.0,Romantic,Novel,Gothic  ,English,
337,220,"Fatal Vows, Or, The False Monk. A Romance","Lathom, Francis",1810.0,Romantic,Novel,Gothic,English,
338,277,"Italian Mysteries, Or, More Secrets Than One. A Romance","Lathom, Francis",1820.0,Romantic,Novel,Gothic,English,
339,137,Mystery. A Novel,"Lathom, Francis",1800.0,Romantic,Novel,Gothic,English,
340,69,The Castle Of Ollada,"Lathom, Francis",1795.0,Romantic,Novel,Gothic,English,
341,206,"The Fatal Vow; Or, St. Michael'S Monastery","Lathom, Francis",1807.0,Romantic,Novel,Gothic  ,English,
342,184,"The Inpenetrable Secret, Find It Out!","Lathom, Francis",1805.0,Romantic,Novel,Gothic,English,
343,111,"The Midnight Bell. A German Story, Founded On Incidents In Real Life","Lathom, Francis",1798.0,Romantic,Novel,Gothic,English,
344,192,"The Mysterious Freebooter, Or, The Days Of Queen Bess. A Romance","Lathom, Francis",1806.0,Romantic,Novel,Gothic,English,
345,209,"The Unknown, Or, The Northern Gallery. A Romance","Lathom, Francis",1808.0,Romantic,Novel,Gothic,English,
346,193,"The Invisible Enemy, Or, The Mines Of Wielitska. A Polish Legendary Romance","Lathy, Thomas Pike",1806.0,Romantic,Novel,Gothic,English,
347,367,In A Glass Darkly,"Le Fanu, Sheridan",1872.0,Victorian,Short Story Collection,Gothic,Irish,
348,138,"The Spectre Chief, Or, The Blood-Stained Banner. An Ancient Romance. With The Spectre Chief Is Bound Baron Fitzallan","Legge, F.",1800.0,Romantic,Novel,Gothic,English,
349,95,"Munster Abbey. A Romance, Interspersed With Reflections On Virtue And Morality","Leigh, Sir Samuel Egerton",1797.0,Romantic,Novel,Gothic,English,
350,194,"Feudal Tyrants, Or, The Counts Of Carlsheim And Sargans. A Romance. Taken From The German","Lewis, Matthew",1806.0,Romantic,Novel,Gothic,English,
351,210,Romantic Tales,"Lewis, Matthew",1808.0,Romantic,Short Story Collection,Gothic,English,
352,147,Tales Of Terror. With An Introductory Dialogue,"Lewis, Matthew",1801.0,Romantic,Short Story Collection,Gothic,English,
353,181,The Bravo Of Venice,"Lewis, Matthew",1805.0,Romantic,Novel,Gothic,English,
354,304,"The Isle Of Devils. An Historical Tale, Founded On An Anecdote In The Annals Of Portugal","Lewis, Matthew",1827.0,Romantic,Novel,Gothic,English,
355,200,"The Wood Daemon, Or, ""The Clock Has Struck""","Lewis, Matthew",1807.0,Romantic,Novel,Gothic,English,
356,341,"The Quaker City, Or The Monks Of Monk Hall","Lippard, George",1845.0,,Novel,Gothic,American,
357,278,"Gwelygordd, Or, The Child Of Sin. A Tale Of Welsh Origin","Lucas, Charles",1820.0,Romantic,Novel,Gothic,,
358,148,The Infernal Quixote. A Tale Of The Day,"Lucas, Charles",1801.0,Romantic,Novel,Gothic,English,
359,106,"Dusseldorf; Or, The Fratricide","Mackenzie, Anna Maria",1798.0,Romantic,Novel,Gothic,English,
360,66,Mysteries Elucidated,"Mackenzie, Anna Maria",1795.0,Romantic,Novel,Gothic,English,
361,36,The Danish Massacre. An Historical Fact,"Mackenzie, Anna Maria",1791.0,Romantic,Novel,Gothic,English,Mrs. Johnson
362,216,"The Irish Guardian, Or, Errors Of Eccentricity","Mackenzie, Anna Maria",1809.0,Romantic,Novel,Gothic,English,
363,87,"The Neapolitan, Or The Test Of Integrity","Mackenzie, Anna Maria",1796.0,Romantic,Novel,Gothic,English,Ellen of Exeter
364,97,The Pursuits Of Literature,"Mathias, Thomas James",1797.0,Romantic,Poetry,Satire,English,
365,253,Bertram,"Maturin, Charles Robert",1816.0,Romantic,Drama,Gothic,Irish,
366,201,"Fatal Revenge, Or, The Family Of Montorio. A Romance","Maturin, Charles Robert",1807.0,Romantic,Novel,Gothic,Irish,"Murphy, Dennis Jasper"
367,296,The Albigenses. A Romance,"Maturin, Charles Robert",1824.0,Romantic,Novel,Gothic,Irish,
368,238,The Milesian Chief. A Romance,"Maturin, Charles Robert",1812.0,Romantic,Novel,Gothic,Irish,
369,211,The Wild Irish Boy,"Maturin, Charles Robert",1808.0,Romantic,Novel,Gothic,Irish,
370,67,"Count St. Blanchard, Or, The Prejudiced Judge. A Novel","Meeke, Elizabeth (Mary)",1795.0,Romantic,Novel,Gothic,English,
371,156,Midnight Weddings. A Novel,"Meeke, Elizabeth (Mary)",1802.0,Romantic,Novel,Gothic,English,
372,212,"""There Is A Secret, Find It Out!""","Meeke, Mary",1808.0,Romantic,Novel,Gothic,English,
373,268,"The Veiled Protectress, Or, The Mysterious Mother. A Novel","Meeke, Mary",1819.0,Romantic,Novel,Gothic,English,
374,202,The Demon Of Sicily,"Montague, Edward",1807.0,Romantic,Novel,Gothic,,
375,403,Grasville Abbey,"Moore, George",1797.0,Romantic,Novel,Gothic,Irish,
376,98,Grasville Abbey. A Romance,"Moore, George",1797.0,Romantic,Novel,Gothic,,
377,157,"Theodosius De Zulvin, The Monk Of Madrid. A Spanish Tale, Delineating Various Traits Of The Human Mind","Moore, George",1802.0,Romantic,Novel,Gothic,,
378,25,"Zeluco. Various Views Of Human Nature, Taken From Life, And Manners, Foreign And Domestic","Moore, John",1789.0,Romantic,Novel,Gothic,Scottish,
379,285,The House Of Ravenspur. A Romance,Mrs. Jamieson (Francis Thurtle),1822.0,Romantic,Novel,Gothic,,
380,195,The Novice Of Saint Dominick,"Owenson, Sydney",1806.0,Romantic,Novel,Gothic,Irish,
381,81,The Mystery Of The Black Tower. A Romance,"Palmer, John, Jr.",1796.0,Romantic,Novel,Gothic,English,
382,112,Anecdotes Of Two Well-Known Families,"Parsons, Eliza",1798.0,Romantic,Novel,Gothic,English,
383,29,The History Of Miss Meredith. A Novel,"Parsons, Eliza",1790.0,Romantic,Novel,Gothic,English,
384,82,The Mysterious Warning. A German Tale,"Parsons, Eliza",1796.0,Romantic,Novel,Gothic,English,
385,131,The Valley Of Saint Gotthard,"Parsons, Eliza",1799.0,Romantic,Novel,Gothic,English,
386,104,Women As They Are,"Parsons, Eliza",1797.0,Romantic,Novel,Gothic,English,
387,113,More Ghosts!,"Patrick, Mrs.",1798.0,Romantic,Novel,Gothic,,
388,162,The Three Brothers. A Romance,"Pickersgill, Joshua, Jr.",1803.0,Romantic,Novel,Gothic,,
389,334,"""The Pit And The Pendulum""","Poe, Edgar Allan",1842.0,,Short Story,Gothic,American,
390,269,"Ernestus Berchtold, Or, The Modern Oedipus. A Tale","Polidori, John William",1819.0,Romantic,Novel,Gothic,English,
391,287,"Roche-Blanche, Or, The Hunters Of The Pyrenees. A Romance","Porter, Anna Maria",1822.0,Romantic,Novel,Gothic,Scottish,
392,38,"""Night""","Radcliffe, Ann",1791.0,Romantic,Poetry,Gothic,English,
393,114,"""To The River Dove""","Radcliffe, Ann",1798.0,Romantic,Poetry,Gothic,English,
394,37,"""To The Visions Of Fancy""","Radcliffe, Ann",1791.0,Romantic,Poetry,Gothic,English,
395,302,"Gaston De Blondeville, Or, The Court Of Henry Iii. Keeping Festival In Ardenne","Radcliffe, Ann",1826.0,Romantic,Novel,Gothic,English,
396,217,"Manfroné, Or, The One-Handed Monk","Radcliffe, Mary Ann",1809.0,Romantic,Novel,Gothic,English,
397,33,The Fate Of Velina De Guidova,"Radcliffe, Mary Anne",1790.0,Romantic,Novel,Gothic,English,
398,22,"The Exiles, Or, Memoirs Of The Count De Cronstadt","Reeve, Clara",1788.0,Romantic,Novel,Gothic,English,
399,40,The School For Widows. A Novel,"Reeve, Clara",1791.0,Romantic,Novel,Gothic,English,
400,14,The Two Mentors: A Modern Story,"Reeve, Clara",1783.0,Romantic,Novel,Didactic,English,
401,342,Faust,"Reynolds, G. W. M.",1846.0,Victorian,Novel,Gothic,English,
402,355,The Necromancer ,"Reynolds, G. W. M.",1857.0,Victorian,Novel,Gothic,English,
403,345,Wagner The Wehr-Wolf,"Reynolds, G. W. M.",1847.0,Victorian,Novel,Gothic,English,
404,83,Hubert De Sevrac,"Robinson, Mary",1796.0,Romantic,Novel,Gothic,English,
405,43,"Vacenza, Or, The Dangers Of Credulity","Robinson, Mary",1792.0,Romantic,Novel,Gothic,English,
406,221,"A Suffolk Tale, Or, The Perfidious Guardian","Roche, John Hamilton",1810.0,Romantic,Novel,Gothic,,
407,289,"Bridal Of Dunmore, And, Lost And Won","Roche, Regina Maria",1823.0,Romantic,Novel,Gothic,Irish,
408,115,Clermont. A Tale,"Roche, Regina Maria",1798.0,Romantic,Novel,Gothic,Irish,
409,310,Contrast,"Roche, Regina Maria",1828.0,Romantic,Novel,Gothic,Irish,
410,140,Nocturnal Visit. A Tale,"Roche, Regina Maria",1800.0,Romantic,Novel,Gothic,Irish,
411,299,The Castle Chapel. A Romantic Tale,"Roche, Regina Maria",1825.0,Romantic,Novel,Gothic,Irish,
412,204,"The Discarded Son, Or, Haunt Of The Banditti. A Tale","Roche, Regina Maria",1807.0,Romantic,Novel,Gothic,Irish,
413,47,The Maid Of The Hamlet. A Tale,"Roche, Regina Maria",1793.0,Romantic,Novel,Gothic,Irish,
414,254,"The Balance Of Comfort, Or, The Old Maid And Married Woman. A Novel","Ross, Mrs.",1816.0,Romantic,Novel,Gothic,,
415,244,"The Marchioness!!! Or, ""The Matured Enchantress""","Ross, Mrs.",1813.0,Romantic,Novel,Gothic,,
416,149,"Koenigsmark, The Robber, Or, The Terror Of Bohemia","Sarrett, Victor Jules",1801.0,Romantic,Novel,Gothic,,
417,326,Falkner. A Novel,"Shelley, Mary",1837.0,Romantic,Novel,Gothic,English,
418,205,"""Ballad""","Shelley, Percy Bysshe",1807.0,Romantic,Poetry,Gothic,English,
419,141,Mary Jane. A Novel,"Sickelmore, Richard",1800.0,Romantic,Novel,Gothic,,
420,218,The Son In The Storm. A Tale,"Siddons, Henry",1809.0,Romantic,Novel,Gothic,,
421,236,Pyrenean Banditti. A Romance,"Sleath, Eleanor",1811.0,Romantic,Novel,Gothic,English,
422,224,"The Nocturnal Minstrel, Or, The Spirit Of The Wood","Sleath, Eleanor",1810.0,Romantic,Novel,Gothic,English,
423,159,"Who's The Murderer? Or, The Mystery Of The Forest","Sleath, Eleanor",1802.0,Romantic,Novel,Gothic,English,
424,248,"Barozzi, Or, The Venetian Sorceress. A Romance Of The Sixteenth Century","Smith, Catharine",1815.0,Romantic,Novel,Gothic,English,
425,85,Marchmont. A Novel,"Smith, Charlotte",1796.0,Romantic,Novel,Gothic,English,
426,60,The Wanderings Of Warwick. A Novel,"Smith, Charlotte Turner",1794.0,Romantic,Novel,Gothic,English,
427,226,"Di Montranzo, Or, The Novice Of Corpus Domini. A Romance","Stanhope, Louisa Sidney",1810.0,Romantic,Novel,Gothic,English,
428,246,Madelina. A Tale Founded On Facts,"Stanhope, Louisa Sidney",1814.0,Romantic,Novel,Gothic,English,
429,196,"Montbrasil Abbey, Or, Maternal Traits. A Tale","Stanhope, Louisa Sidney",1806.0,Romantic,Novel,Gothic,English,
430,239,The Confessional Of Valombre. A Romance,"Stanhope, Louisa Sidney",1812.0,Romantic,Novel,Gothic,English,
431,313,The Corsair'S Bride. A Legend Of The Sixteenth Century,"Stanhope, Louisa Sidney",1830.0,Romantic,Novel,Gothic,English,
432,260,The Nun Of Santa Maria Di Tindaro. A Tale,"Stanhope, Louisa Sidney",1818.0,Romantic,Novel,Gothic,English,
433,297,The Siege Of Kenilworth. An Historical Romance,"Stanhope, Louisa Sidney",1824.0,Romantic,Novel,Gothic,English,
434,249,"Treachery, Or, The Grave Of Antoinette","Stanhope, Louisa Sidney",1815.0,Romantic,Novel,Gothic,English,
435,213,"Margiana, Or, Widdrington Tower. A Tale Of The Fifteenth Century","Sykes, Mrs. S",1808.0,Romantic,Novel,Gothic,,
436,117,Rosalind De Tracy,"Tomlins, Elizabeth Sophia",1798.0,Romantic,Novel,Gothic,English,
437,105,"Cynthelia, Or A Woman Of Ten Thousand","Walker, George",1797.0,Romantic,Novel,Gothic,English,
438,165,Don Raphael. A Romance,"Walker, George",1803.0,Romantic,Novel,Gothic,English,
439,62,The Haunted Castle. A Norman Romance,"Walker, George",1794.0,Romantic,Novel,Gothic,English,
440,71,The House Of Tinian,"Walker, George",1795.0,Romantic,Novel,Gothic,English,
441,44,The Romance Of The Cavern,"Walker, George",1792.0,Romantic,Novel,Gothic,English,
442,143,The Three Spaniards: A Romance,"Walker, George",1800.0,Romantic,Novel,Gothic,English,
443,245,The Travels Of Sylvester Tramper In Africa,"Walker, George",1813.0,Romantic,Novel,Gothic,English,
444,132,The Vagabond,"Walker, George",1799.0,Romantic,Novel,Gothic,English,
445,86,"Theodore Cyphon, Or, The Benevolent Jew","Walker, George",1796.0,Romantic,Novel,Gothic,English,
446,197,Two Girls Of Eighteen,"Walker, George",1806.0,Romantic,Novel,Gothic,English,
447,3,The Mysterious Mother,"Walpole, Horace",1768.0,Romantic,Drama,Gothic,English,
448,68,Netley Abbey. A Gothic Story,"Warner, Richard",1795.0,Romantic,Novel,Gothic,English,
449,306,"Ringrove, Or, Old Fashioned Notions","West, Jane",1827.0,Romantic,Novel,Gothic,English,
450,51,"The Advantages Of Education, Or, The History Of Maria Williams. A Tale For Misses And Their Mammas","West, Jane",1793.0,Romantic,Novel,Gothic,English,"Homespun, Prudentia"
451,228,The Refusal. A Novel,"West, Jane",1810.0,Romantic,Novel,Gothic,English,
452,336,Franklin Evans,"Whitman, Walt",1842.0,,Novel,Gothic,American,
453,409,"""The Spectres, Or, Lord Oswald And Lady Rosa &C""","Wilkinson, Sarah",0.0,Romantic,Short Story,Gothic,English,
454,174,"The Knights Of Calatrava, Or, Days Of Chivalry","Wilkinson, Sarah",1804.0,Romantic,Novel,Gothic,,
455,281,"The Spectre Of Lanmere Abbey, Or, The Mystery Of The Blue And Silver Bag","Wilkinson, Sarah",1820.0,Romantic,Novel,Gothic,,
456,183,"The Water Spectre, Or, An Brtach","Wilkinson, Sarah",1805.0,Romantic,Novel,Gothic,,
457,410,"Zittaw The Cruel, Or, The Woodman'S Daughter. A Polish Romance","Wilkinson, Sarah",0.0,Romantic,Novel,Gothic,English,
458,142,Fitzmaurice: A Novel,"Williams, William Frederick",1800.0,Romantic,Novel,Gothic,,
459,175,The World We Live In. A Novel,"Williams, William Frederick",1804.0,Romantic,Novel,Gothic,,
460,150,"The Haunted Palace, Or, The Horrors Of Ventoliene. A Romance.","Yorke, Mrs. R. M. P.",1801.0,Romantic,Novel,Gothic,,
461,151,"The Romance Of Smyrna, Or, The Predictions Fulfilled!!!","Yorke, Mrs. R. M. P.",1801.0,Romantic,Novel,Gothic,,
462,130,"The Last Indian, Or, Clifford Priory","Young, Mary Julia",1799.0,Romantic,Novel,Gothic,English,
463,408,"""The Bloody Hand, Or, The Fatal Cup. A Tale Of Horror!""",unsigned,0.0,Romantic,Short Story,Gothic,,
464,160,"The Cavern Of Horrors, Or, Miseries Of Miranda. A Neapolitan Tale",unsigned,1802.0,Romantic,Novel,Gothic,,
465,182,The Idiot Heiress. A Novel,unsigned,1805.0,Romantic,Novel,Gothic,,
466,214,"The Midnight Groan, Or, The Spectre Of The Chapel",unsigned,1808.0,Romantic,Novel,Gothic,,
467,215,The Romance Of The Appennines,unsigned,1808.0,Romantic,Novel,Gothic,,
468,164,The Three Ghosts Of The Forest. A Tale Of Horror. An Original Romance,unsigned,1803.0,Romantic,Novel,Gothic,,
